eventName,eventVenue,eventContent,startDate,endDate,startTime,endTime,eventOrganization,eventHost,phoneNumber,baseDate,code,providName
2021 대구광역시 무형문화재 제전,대구문화예술회관 팔공홀,대구광역시 무형문화재제전,2021-06-02,2021-06-03,18:00,20:30,대구광역시무형문화재연합회,대구광역시무형문화재연합회,053-341-7755,2021-08-10,6270000,대구광역시
이머시브 실감공연 디 오브젝트(THE OBJECT),대구문화예술회관 팔공홀,대구-경기-제주 3개극장 공동제작 프로그램,2021-06-11,2021-06-12,19:30,21:00,한국문화예술회관연합회,"대구문화예술회관, 경기아트센터, 제주아트센터",053-606-6135,2021-08-10,6270000,대구광역시
제15회 DIMF 특별공연 가족 뮤지컬 <토장군을 찾아라>,대구문화예술회관 비슬홀,별주부전을 뮤지컬로 각색,2021-06-19,2021-06-20,14:00,15:30,대구국제뮤지컬페스티벌,대구국제뮤지컬페스티벌,053-622-1945,2021-08-10,6270000,대구광역시
대구시립국악단 화요국악 <소담음악회>,대구문화예술회관 비슬홀,이야기가 있는 국악공연,2021-06-22,2021-06-22,19:00,20:30,대구문화예술회관,대구시립국악단,053-606-6193,2021-08-10,6270000,대구광역시
8월 키즈예술공연-3차,강남씨어터,이해와 배려를 배우는 아동극 <우리 달라>,2021-08-21,2021-08-21,10:00,11:30,강남문화재단,강남문화재단,02-6712-0532,2021-08-02,3220000,서울특별시 강남구
토끼와 자라,금산다락원 생명의집,용왕님의 병을 고치기 위해 육지로 떠난 자라의 대 모험 극,2020-11-24,2020-11-24,10:30,11:30,금산군 금산다락원,한국문화예술회관연합회,041-750-4424,2021-07-08,4550000,충청남도 금산군
문화가 있는 금산으로 GoGo,금산다락원 생명의집,세계합창대회 우승 팀 하모나이즈 공연,2020-11-25,2020-11-25,14:30,15:50,한국문화예술회관연합회,문화체육관광부,041-750-4424,2021-07-08,4550000,충청남도 금산군
연극 골든타임,금산다락원 생명의집,소방관의 삶을 감동적으로 담은 청소년 권장 우수 연극공연,2020-12-01,2020-12-01,14:30,16:00,금산군 금산다락원,한국문화예술회관연합회,041-750-4424,2021-07-08,4550000,충청남도 금산군
60분간의 음악일주,금산다락원 생명의집,어린이 권장도서 및 베스트셀러 작품을 음악화한 공연,2020-12-04,2020-12-04,10:30,11:30,금산군 금산다락원,한국문화예술회관연합회,041-750-4424,2021-07-08,4550000,충청남도 금산군
김현철콘서트 크리스마스에는 축복을,안양아트센터 관악홀,콘서트,2019-12-24,2019-12-24,20:00,22:00,㈜콘서트가든,㈜콘서트가든,031-687-0500,2021-08-09,3830000,경기도 안양시
2019 론브랜튼의 재즈크리스마스,평촌아트홀,재즈,2019-12-25,2019-12-25,16:00,16:00,뮤지컬파크,뮤지컬파크,02-888-0650,2021-08-09,3830000,경기도 안양시
꿈의 오케스트라,안양아트센터 수리홀,공연,2019-12-27,2019-12-27,18:00,20:00,안양문화예술재단,안양문화예술재단,031-687-0571,2021-08-09,3830000,경기도 안양시
엄마들의 유쾌한 반란,안양아트센터 수리홀,연극,2019&12&27,2019-12-27,20:00,22-00,안양문화예술재단,안양문화예술재단,"031,687,0543",2021-08-09,3830000,경기도 안양시
이은결 MAGIC ILLUSION,안양아트센터 관악홀,콘서트,2020-01-10,2020-01-12,14:00,19:30,안양문화예술재단,안양문화예술재단,031-687-0543,2021-08-09,3830000,경기도 안양시
양길순의 춤판,풍류사랑방,양길순의 춤판,2017-06-18,2017-06-18,17:00,18:30,국립국악원,김숙자류 도살풀이춤 보존회,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
2017년 신쾌동류 거문고산조보존회 발표회,우면당,2017 신쾌동류 거문고산조보존회 발표회,2017-06-20,2017-06-20,19:30,21:00,국립국악원,신쾌동류 거문고산조보존회,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
강은일 해금 독주회,풍류사랑방,강은일 해금 독주회,2017-06-21,2017-06-21,20:00,21:00,국립국악원,강은일,02-580-3300,2020-08-26,1371034,문화체육관광부 국립국악원
방방곡곡문화공감 <뮤지컬 - 오 당신이 잠든 사이>,문화의전당 2층 함월홀,뮤지컬,2021-11-13,2021-11-13,19:00,21:00,중구문화의전당,중구문화의전당,052-290-4000,2021-09-28,3690000,울산광역시 중구
방방곡곡문화공감 <뮤지컬 - 오 당신이 잠든 사이>,문화의전당 2층 함월홀,뮤지컬,2021-11-14,2021-11-14,15:00,17:00,중구문화의전당,중구문화의전당,052-290-4000,2021-09-28,3690000,울산광역시 중구
아츠홀릭 판 - 곽윤찬 재즈트리오 <해피 재즈 콘서트>,문화의전당 2층 함월홀,재즈,2021-11-18,2021-11-18,19:30,21:00,중구문화의전당,중구문화의전당,052-290-4000,2021-09-28,3690000,울산광역시 중구
수능콘서트 - 십센치,문화의전당 2층 함월홀,콘서트,2021-11-20,2021-11-20,17:00,19:00,중구문화의전당,중구문화의전당,052-290-4000,2021-09-28,3690000,울산광역시 중구
씨네 스테이지 <라 바야데르>,문화의전당 2층 함월홀,발레,2021-11-23,2021-11-23,19:30,21:30,중구문화의전당,중구문화의전당,052-290-4000,2021-09-28,3690000,울산광역시 중구
방방곡곡문화공감 <그림자극과 함께하는 키즈클래식 비발디 세계>,문화의전당 2층 함월홀,클래식,2021-11-27,2021-11-27,15:00,16:00,중구문화의전당,중구문화의전당,052-290-4000,2021-09-28,3690000,울산광역시 중구
선우정아 콘서트,문화의전당 2층 함월홀,인디,2021-12-04,2021-12-04,17:00,19:00,중구문화의전당,중구문화의전당,052-290-4000,2021-09-28,3690000,울산광역시 중구
조윤범의 렉처콘서트Ⅵ <차이코프스키>,문화의전당 2층 함월홀,클래식,2021-12-07,2021-12-07,19:30,21:00,중구문화의전당,중구문화의전당,052-290-4000,2021-09-28,3690000,울산광역시 중구
방방곡곡문화공감 - 어린이 무용 <루돌프>,문화의전당 2층 함월홀,현대무용,2021-12-11,2021-12-11,14:00,15:30,중구문화의전당,중구문화의전당,052-290-4000,2021-09-28,3690000,울산광역시 중구
방방곡곡문화공감 - 어린이 무용 <루돌프>,문화의전당 2층 함월홀,현대무용,2021-12-11,2021-12-11,17:00,18:30,중구문화의전당,중구문화의전당,052-290-4000,2021-09-28,3690000,울산광역시 중구
아츠홀릭 판 - 이희문X프렐류드X놈놈 <한국남자>,문화의전당 2층 함월홀,복합(국악+재즈),2021-12-16,2021-12-16,19:30,21:00,중구문화의전당,중구문화의전당,052-290-4000,2021-09-28,3690000,울산광역시 중구
유키구라모토 콘서트,문화의전당 2층 함월홀,클래식,2021-12-19,2021-12-19,17:00,19:00,중구문화의전당,중구문화의전당,052-290-4000,2021-09-28,3690000,울산광역시 중구
씨네 스테이지 <렌트>,문화의전당 2층 함월홀,뮤지컬,2021-12-28,2021-12-28,19:30,21:30,중구문화의전당,중구문화의전당,052-290-4000,2021-09-28,3690000,울산광역시 중구
광주광역시 북구합창단 온택트(Ontact)연주회,광주 북구문화센터 공연장,무관중 온라인 합창단 합창공연(행사시작일 및 종료일은 추후 변경될수 있음),2020-12-18,2020-12-18,10:00,13:00,광주광역시 북구청,광주광역시 북구청,062-410-8479,2021-09-28,3620000,광주광역시 북구
광주광역시 북구 시니어합창단 정기연주회,광주문화예술회관 소극장,합창단 합창공연(행사시작일 및 종료일은 추후 변경될수 있음),2021-06-22,2021-06-22,19:00,20:30,광주광역시 북구청,광주광역시 북구청,062-410-8479,2021-09-28,3620000,광주광역시 북구
도심속의 작은 음악회,광주광역시 북구 관내 근린공원 등(주차장을 보유하는 장소도 있고 보유하지 않은 장소도 있음),"대중가요, 악기연주 등(행사시작일 및 종료일은 추후 변경될수 있음)",2020&10&15,2020-12-31,17:00,18-00,광주광역시 북구청,광주광역시 북구청,"062,410,8479",2021-09-28,3620000,광주광역시 북구
Fantastic 미디어체험 놀이터-레인보우 팩토리,광명동굴(라스코전시관),관람객이 직접 참여하는 디지털 체험놀이 방식의 인터렉티브 체험전시,2019-04-27,2019-11-24,09:00~18:00,18:00,광명시,광명시,070-4277-8902,2020-10-22,3900000,경기도 광명시
책 읽어주는 마술사,소하도서관,마술,2017&11&11,2017-11-11,14:00~15:30,15-30,소하도서관,광명시,"02,2680,0903",2020-10-22,3900000,경기도 광명시
별별왕,소하도서관,책공연,2017-09-09,2017-09-09,14:00~15:30,15:30,소하도서관,광명시,02-2680-0903,2020-10-22,3900000,경기도 광명시
똥장군 구리구리,소하도서관,뮤지컬,2017-05-13,2017-05-13,14:00~15:30,15:30,소하도서관,광명시,02-2680-0903,2020-10-22,3900000,경기도 광명시
그림형제를 만든 그림동화 이야기,소하도서관,"연극, 인형극",2017-04-15,2017-04-15,14:00~15:30,15:30,소하도서관,광명시,02-2680-0903,2020-10-22,3900000,경기도 광명시
매지컬 신데렐라,소하도서관,매지컬,2017-03-11,2017-03-11,14:00~15:30,15:30,소하도서관,광명시,02-2680-0903,2020-10-22,3900000,경기도 광명시
광명동굴 공룡체험전,광명동굴(라스코전시관),"공룡 및 화석 20점 전시, 화석발굴 체험 등",2018-01-27,2018-10-21,09:00~18:00,18:00,글로벌관광과,광명시,070-4277-8902,2020-10-22,3900000,경기도 광명시
"조선시대, 코끼리 살인사건",소하도서관,국악콘서트,2017-07-08,2017-07-08,14:00~15:30,15:30,소하도서관,광명시,02-2680-0903,2020-10-22,3900000,경기도 광명시
클라라 주미 강 & 김선욱 듀오 리사이틀,문화의전당 2층 함월홀,클래식,2021&09&16,2021-09-16,19:30,21-00,중구문화의전당,중구문화의전당,"052,290,4000",2021-09-28,3690000,울산광역시 중구
씨네 스테이지Ⅸ <로미오와 줄리엣>,문화의전당 2층 함월홀,뮤지컬,2021-09-28,2021-09-28,19:30,21:30,중구문화의전당,중구문화의전당,052-290-4000,2021-09-28,3690000,울산광역시 중구
조윤범의 렉처콘서트Ⅳ <드보르작>,문화의전당 2층 함월홀,클래식,2021-10-05,2021-10-05,19:30,21:00,중구문화의전당,중구문화의전당,052-290-4000,2021-09-28,3690000,울산광역시 중구
아츠홀릭 판 - 이봉근 with 밴드 적벽 <소리위를 걷다>,문화의전당 2층 함월홀,복합(국악+재즈),2021-10-14,2021-10-14,19:30,21:00,중구문화의전당,중구문화의전당,052-290-4000,2021-09-28,3690000,울산광역시 중구
방방곡곡문화공감 <동양극장 2021>,문화의전당 2층 함월홀,연극,2021-10-23,2021-10-23,17:00,19:00,중구문화의전당,중구문화의전당,052-290-4000,2021-09-28,3690000,울산광역시 중구
씨네 스테이지Ⅹ <오텔로>,문화의전당 2층 함월홀,오페라,2021-10-26,2021-10-26,19:30,21:30,중구문화의전당,중구문화의전당,052-290-4000,2021-09-28,3690000,울산광역시 중구
울산의 All That Jazz 콘서트,문화의전당 2층 함월홀,재즈,2021-10-30,2021-10-30,17:00,19:00,중구문화의전당,중구문화의전당,052-290-4000,2021-09-28,3690000,울산광역시 중구
"방방곡곡문화공감 <앙상블 오푸스의 그남자, 그여자>",문화의전당 2층 함월홀,클래식,2021-11-04,2021-11-04,19:30,21:00,중구문화의전당,중구문화의전당,052-290-4000,2021-09-28,3690000,울산광역시 중구
어린이명작무대Ⅲ <강아지똥>,문화의전당 2층 함월홀,연극,2021-11-06,2021-11-06,11:00,12:30,중구문화의전당,중구문화의전당,052-290-4000,2021-09-28,3690000,울산광역시 중구
어린이명작무대Ⅲ <강아지똥>,문화의전당 2층 함월홀,연극,2021&11&06,2021-11-06,15:00,16-30,중구문화의전당,중구문화의전당,"052,290,4000",2021-09-28,3690000,울산광역시 중구
조윤범의 렉처콘서트Ⅴ <쇼스타코비치>,문화의전당 2층 함월홀,클래식,2021-11-09,2021-11-09,19:30,21:00,중구문화의전당,중구문화의전당,052-290-4000,2021-09-28,3690000,울산광역시 중구
강릉시립교향악단 제118회 정기연주회,강릉아트센터 사임당홀,관현악 연주,2021-09-16,2021-09-16,19:30,21:30,강릉시립교향악단,강릉시청,033-640-5582,2021-09-14,4200000,강원도 강릉시
GAC STAGE - CLASSIC 클래식,강릉아트센터 사임당홀,클래식 공연,2021-09-17,2021-09-17,19:30,20:30,강릉아트센터,강릉아트센터,033-640-5582,2021-09-14,4200000,강원도 강릉시
춤의정원,강릉아트센터 사임당홀,국악,2021-09-26,2021-09-26,17:00,18:20,이원아트팩토리 궁중춤예슬연구원,강릉아트센터,033-640-5582,2021-09-14,4200000,강원도 강릉시
THE CLASSIC <더 클래식>,강릉아트센터 사임당홀,클래식 공연,2021-09-27,2021-09-27,19:30,20:30,한국문화예술회관연합회 강릉아트센터,문화체육관광부,033-660-6800,2021-09-14,4200000,강원도 강릉시
강릉시립합창단 제104회 정기연주회,강릉아트센터 사임당홀,합창,2021-10-01,2021-10-01,19:30,21:30,강릉시립합창단,강릉시청,033-660-6857,2021-09-14,4200000,강원도 강릉시
강릉시립교향악단 제119회 정기연주회,강릉아트센터 사임당홀,클래식 공연,2021-10-14,2021-10-14,19:30,21:30,강릉시립교향악단,강릉시청,033-640-5582,2021-09-14,4200000,강원도 강릉시
YB:PULSE 음악을 나누다.,건양대학교 콘서트홀,시민의 다양한 문화욕구 충족을 위한 대중음악 공연,2018-03-22,2018-03-22,19:00,21:00,논산문화원,충청남도 논산시,041-746-5950,2021-08-20,4540000,충청남도 논산시
숲속버스킹,논산 시민공원,시민의 다양한 문화욕구 충족을 위한 소규모 공연 개최,2018-05-19,2018-09-29,16:00,17:00,한국예총논산지회,한국예총논산지회,041-746-5395,2021-08-20,4540000,충청남도 논산시
금난새의 해설있는 음악회,건양대학교 콘서트홀,온 가족이 즐길 수 있는 음악회,2018-09-08,2018-09-08,17:30,21:00,논산문화원,충청남도 논산시,041-746-5664,2021-08-20,4540000,충청남도 논산시
청소년음악회,논산 문화예술회관,청소년이 공감하는 음악회,2018-09-11,2018-09-11,19:00,21:00,한국예총논산지회,충청남도 논산시,041-746-5393,2021-08-20,4540000,충청남도 논산시
논산예술제,논산 시민공원,"시민가요제 및 실버가요열창대회, 풍물놀이경연대회",2018-09-14,2018-09-16,17:00,20:00,한국예총논산지회,한국예총논산지회,041-746-5393,2021-08-20,4540000,충청남도 논산시
황산벌전투재현,논산천둔치,황산벌 전투 재현 행사,2018-09-16,2018-09-16,18:00,21:00,황산벌전투재현추진위원회,충청남도 논산시,041-746-5664,2021-08-20,4540000,충청남도 논산시
논산시민의 날 음악회,논산 공설운동장,논산시민의 날을 기념하여 시민 모두가 즐길 수 있는 공연 개최,2018-10-01,2018-10-01,18:30,21:00,논산문화원+제국엔터테인먼트,충청남도 논산시,041-746-5664,2021-08-20,4540000,충청남도 논산시
김현철의 유쾌한 오케스트라,논산 문화예술회관,온 가족이 즐길 수 있는 오케스트라 공연,2018-10-18,2018-10-18,19:30,21:00,한국문화예술회관연합회,한국문화예술위원회,041-746-5950,2021-08-20,4540000,충청남도 논산시
콩쥐팥쥐 이야기,논산 문화예술회관,발레를 통한 동화이야기 공연,2018-10-31,2018-10-31,11:00,12:00,한국문화예술회관연합회,한국문화예술위원회,041-746-5664,2021-08-20,4540000,충청남도 논산시
남상일의 100분쇼,논산 문화예술회관,온 가족이 즐길 수 있는 국악 공연,2018-11-22,2018-11-22,19:00,20:40,한국문화예술회관연합회,한국문화예술위원회,041-746-5950,2021-08-20,4540000,충청남도 논산시
리틀뮤지션,논산 문화예술회관,음악극을 한 무대에서 감상할 수 있는 공연,2018-11-30,2018-11-30,11:00,11:55,한국문화예술회관연합회,한국문화예술위원회,041-746-5950,2021-08-20,4540000,충청남도 논산시
팝스오케스트라 연주회,논산 문화예술회관,"재즈, 영화음악, 올드팝 등 다양한 장르",2018-12-13,2018-12-13,19:00,21:00,충청남도 논산시,충청남도 논산시,041-746-5950,2021-08-20,4540000,충청남도 논산시
Adieu 2018 송년음악회,건양대학교 콘서트홀,연말을 맞이하여 화목한 시간을 보낼 수 있는 공연,2018-12-27,2018-12-27,19:30,21:10,논산문화원,충청남도 논산시,041-746-5950,2021-08-20,4540000,충청남도 논산시
광진구민 힐링 프로젝트 Ⅱ <드라이브 인 콘서트>,어린이회관 야외주차장,자동차 안에서 즐기는 음악회,2020&10&28,2020-10-28,19:30,20-30,광진문화재단,광진문화재단,"02,2049,4700",2020-10-23,3040000,서울특별시 광진구
클래식 샹들리에 in 나루,나루아트센터 갤러리,명사초청 클래식 연주,2020&07&31,2020-11-10,19:30,20-30,광진문화재단,한국문화예술회관연합회,"02,2049,4700",2020-10-23,3040000,서울특별시 광진구
지극정성 프로젝트 <10분 예술제>,충동소극장,지역극장 모델발굴 시범사업,2020&10&17,2021-02-20,17:00,18-00,광진문화재단,극단충동,"02,4049,4712",2020-10-23,3040000,서울특별시 광진구
2021 안티고네,대구문화예술회관 비슬홀,예술로 정기공연,2021-05-22,2021-05-23,15:00,16:30,예술로,예술로,053-242-7255,2021-08-10,6270000,대구광역시
어린이·청소년 특강(약 50회),달성군립도서관,"책과 활동을 통해 다양한 방법으로 책,가족,친구, 도서관과 친밀해지기",2020-04-01,2020-12-31,09:00,18:00,달성군립도서관,달성군립도서관,053-584-0292,2021-09-14,3480000,대구광역시 달성군
"지역향토독서문화프로그램: 삼국유사, 인형으로 살아나다(20회)","달성군립도서관, 관내 작은도서관, 관내 어린이집, 유치원","삼국유사 중 ‘효’ 부분을 인형극으로 제작하여 달성군립도서관과 관내 작은도서관, 관내 어린이집·유치원을 순회하며 공연 함",2020&04&01,2020-11-30,09:00,18-00,달성군립도서관,달성군립도서관,"053,584,0284",2021-09-14,3480000,대구광역시 달성군
지역향토독서문화프로그램: 달성을 원고지에 담다(1회),달성군립도서관,달성의 명소를 방문하였거나 달성의 행사에 참여했던 경험을 바탕으로 수필 공모전을 실시하여 지역의 문화와 행사를 전국적으로 널리 알리는 계기를 마련함,2020-09-01,2020-11-30,09:00,18:00,달성군립도서관,달성군립도서관,053-584-0284,2021-09-14,3480000,대구광역시 달성군
2019 도서관상주작가 지원사업,달성군립도서관,"작가초청강연회, 독서동아리 활동 등",2019-09-01,2020-03-31,09:00,18:00,달성군립도서관,한국문화예술위원회,053-584-0284,2021-09-14,3480000,대구광역시 달성군
기획전시 ’제이안 초대사진전’ 개최,천불천탑사진문화관,전시회,2020-08-18,2020-12-20,10:00,18:00,천불천탑사진문화관,화순군,061-379-5893,2021-09-14,4900000,전라남도 화순군
’정완기 개인전’ 개최,화순군립석봉미술관,전시회,2020-10-06,2020-10-20,10:00,18:00,화순군립석봉미술관,화순군,061-379-3836,2021-09-14,4900000,전라남도 화순군
코로나시대 모든이를 위한 위로와 희망의 힐링음악회,강릉아트센터,관현악 연주,2021-04-30,2021-04-30,19:30,21:30,강릉시청,강릉시청,033-640-5582,2021-09-14,4200000,강원도 강릉시
강릉시립합창단 기획연주회,강릉아트센터,합창,2021-05-21,2021-05-21,19:30,21:00,강릉시청,강릉시청,033-640-5582,2021-09-14,4200000,강원도 강릉시
강릉시립교향악단 제117회 정기연주회,강릉아트센터,관현악 연주,2021&06&25,2021-06-25,19:30,21-30,강릉시청,강릉시청,"033,640,5582",2021-09-14,4200000,강원도 강릉시
어린이뮤지컬 렛잇고 2,안양아트센터 관악홀,뮤지컬,2019-12-22,2019-12-22,13:30,16:00,극단예일,극단예일,02-555-0822,2021-08-09,3830000,경기도 안양시
평촌아트홀아카데미페스티벌 프로보다 아름다운 아마추어 크리스마스콘서트-fall in music,평촌아트홀,콘서트,2019-12-23,2019-12-23,19:00,21:00,안양문화예술재단,안양문화예술재단,031-687-0553,2021-08-09,3830000,경기도 안양시
8월 키즈예술공연-2차,강남씨어터,타악기 공연<60분간의 음악일주>,2021-08-14,2021-08-14,14:00,15:30,강남문화재단,강남문화재단,02-6712-0532,2021-08-02,3220000,서울특별시 강남구
박소영 개인전,문화예술회관 제1전시실,서양화,2021-06-01,2021-06-04,9:00,18:00,박소영,박소영,061-797-3838,2021-08-18,4840000,전라남도 광양시
춤추는 신데렐라,문화예술회관 대공연장,뮤지컬,2021-06-20,2021-06-20,10:15,12:00,희망극단,희망극단,061-797-3838,2021-08-18,4840000,전라남도 광양시
뮤지컬 인어공주,문화예술회관 대공연장,뮤지컬,2021-06-23,2021-06-23,11:00,16:00,극단해미소,극단해미소,061-797-3838,2021-08-18,4840000,전라남도 광양시
찰리채플린시네마콘서트,문화예술회관 대공연장,복합장르,2021-06-28,2021-06-28,19:30,21:30,광양시 문화예술과,광양시 문화예술과,061-797-3838,2021-08-18,4840000,전라남도 광양시
광양시민뮤지컬창단공연,문화예술회관 대공연장,뮤지컬,2021-07-07,2021-07-07,13:00,19:00,광양시민뮤지컬,광양시민뮤지컬,061-797-3838,2021-08-18,4840000,전라남도 광양시
남해성판소리공연,문화예술회관 대공연장,국악,2021&07&13,2021-07-14,9:00,18-00,남해성판소리회,남해성판소리회,"061,797,3838",2021-08-18,4840000,전라남도 광양시
인어공주,문화예술회관 대공연장,뮤지컬,2021-07-18,2021-07-18,10:15,12:00,극단 키즈샘,극단 키즈샘,061-797-3838,2021-08-18,4840000,전라남도 광양시
판타스틱앨리스,문화예술회관 대공연장,무용,2021-07-26,2021-07-26,19:30,21:30,광양시 문화예술과,광양시 문화예술과,061-797-3838,2021-08-18,4840000,전라남도 광양시
박동열 초대전,문화예술회관 제1전시실,서양화,2021&07&02,2021-07-11,9:00,18-00,광양시 문화예술과,광양시 문화예술과,"061,797,3838",2021-08-18,4840000,전라남도 광양시
씨름홍보 인형극,문화예술회관 대공연장,인형극,2021-08-06,2021-08-06,10:20,12:00,마구간,마구간,061-797-3838,2021-08-18,4840000,전라남도 광양시
밸리댄스페스티벌,문화예술회관 대공연장,일반행사,2021-08-15,2021-08-15,9:00,18:00,이지경,이지경,061-797-3838,2021-08-18,4840000,전라남도 광양시
고한상 초대전,문화예술회관 제1전시실,사진,2021-08-08,2021-08-16,9:00,18:00,광양시 문화예술과,광양시 문화예술과,061-797-3838,2021-08-18,4840000,전라남도 광양시
최화수 독창회,문화예술회관 대공연장,성악,2021-09-07,2021-09-07,15:00,16:00,최화수,최화수,061-797-3838,2021-08-18,4840000,전라남도 광양시
가을콘서트,문화예술회관 대공연장,대중가요,2021-09-24,2021-09-24,19:30,21:30,광양시 문화예술과,광양시 문화예술과,061-797-3838,2021-08-18,4840000,전라남도 광양시
알라딘,문화예술회관 대공연장,뮤지컬,2021-09-26,2021-09-26,10:15,12:00,극단 키즈샘,극단 키즈샘,061-797-3838,2021-08-18,4840000,전라남도 광양시
실버합창단 정기연주회,문화예술회관 대공연장,합창,2021-09-28,2021-09-28,19:00,21:00,광양시실버합창단,광양시실버합창단,061-797-3838,2021-08-18,4840000,전라남도 광양시
최창순 초대전,문화예술회관 제1전시실,한국화,2021&09&18,2021-09-27,9:00,18-00,광양시 문화예술과,광양시 문화예술과,"061,797,3838",2021-08-18,4840000,전라남도 광양시
라푼젤,문화예술회관 대공연장,뮤지컬,2021-10-03,2021-10-03,11:00,16:00,해미소,해미소,061-797-3838,2021-08-18,4840000,전라남도 광양시
상주단체기획 연극 유산게임,봉산문화회관 스페이스라온,연극,2020-10-25,2020-10-25,15:00,16:00,봉산문화회관*지오뮤직,봉산문화회관*지오뮤직,053-661-3521,2021-07-01,3410000,대구광역시 중구
봉포유 Vol.4 다시만난 세상으로~ 봄바람 쐬러 가자,봉산문화회관 가온홀,국악,2020-11-07,2020-11-07,19:00,20:00,"한국문화예술회관연합회, 봉산문화회관","한국문화예술위원회, 봉산문화회관",053-661-3521,2021-07-01,3410000,대구광역시 중구
국립무용단 루돌프,봉산문화회관 가온홀,무용,2020-11-20,2020-11-20,10:00,11:00,"한국문화예술회관연합회, 봉산문화회관","한국문화예술위원회, 봉산문화회관",053-661-3521,2021-07-01,3410000,대구광역시 중구
국립무용단 루돌프,봉산문화회관 가온홀,무용,2020-11-20,2020-11-20,19:30,20:30,"한국문화예술회관연합회, 봉산문화회관","한국문화예술위원회, 봉산문화회관",053-661-3521,2021-07-01,3410000,대구광역시 중구
중구민과 함께하는 송년음악회,봉산문화회관 가온홀,클래식,2019-12-31,2019-12-31,19:00,20:30,중구문화원,중구문화원,053-255-5123,2021-07-01,3410000,대구광역시 중구
"바리톤 김동규, 미트스롯 정미애와 함께하는 신년음악회",봉산문화회관 가온홀,복합,2020-01-10,2020-01-10,19:30,21:00,봉산문화회관,봉산문화회관,053-661-3521,2021-07-01,3410000,대구광역시 중구
웅이마술사의 신기한 마술이야기,봉산문화회관 스페이스라온,복합,2019-11-03,2019-11-03,13:00,14:00,이해웅,이해웅,053-000-0000,2021-07-01,3410000,대구광역시 중구
웅이마술사의 신기한 마술이야기,봉산문화회관 스페이스라온,복합,2019-11-03,2019-11-03,15:00,16:00,이해웅,이해웅,053-000-0000,2021-07-01,3410000,대구광역시 중구
웅이마술사의 신기한 마술이야기,봉산문화회관 스페이스라온,복합,2019-11-02,2019-11-03,13:00,14:00,이해웅,이해웅,053-000-0000,2021-07-01,3410000,대구광역시 중구
웅이마술사의 신기한 마술이야기,봉산문화회관 스페이스라온,복합,2019-11-02,2019-11-03,15:00,16:00,이해웅,이해웅,053-000-0000,2021-07-01,3410000,대구광역시 중구
은빛메아리 합창의 밤,봉산문화회관 가온홀,합창,2019-11-09,2019-11-09,19:00,20:30,합창단 은빛 메아리,합창단 은빛 메아리,053-000-0000,2021-07-01,3410000,대구광역시 중구
국제2인무 페스티벌 Ⅰ -대구,봉산문화회관 스페이스라온,무용,2019&11&09,2019-11-10,16:00,17-00,한국춤예술센터 대구경북지부 박진미,한국춤예술센터 대구경북지부 박진미,"053,000,0000",2021-07-01,3410000,대구광역시 중구
국제2인무 페스티벌 Ⅰ -대구,봉산문화회관 스페이스라온,무용,2019-11-10,2019-11-10,16:00,17:00,한국춤예술센터 대구경북지부 박진미,한국춤예술센터 대구경북지부 박진미,053-000-0000,2021-07-01,3410000,대구광역시 중구
만정제 모정 이명희류 흥보가 완창발표회대구문화예술회관 비슬홀,대구문화예술회관 비슬홀,이명희류 흥보가 완창발표회,2021-05-08,2021-05-08,14:00,17:00,대구문화예술회관,대구문화예술회관,053-606-6135,2021-08-10,6270000,대구광역시
DAC레파토리공연 시립국악단 제15회 한국무용의 밤,대구문화예술회관 팔공홀,달구벌 별신굿을 무대화한 한국 무용 공연,2021&05&13,2021-05-14,19:30,21-00,대구문화예술회관,대구시립국악단,"053,606,6193",2021-08-10,6270000,대구광역시
청출어람시리즈 김상충&이동환듀오 리사이틀,대구문화예술회관 팔공홀,스승의날을 맞아 스승과 제자과 함께하는 무대,2021-05-15,2021-05-15,17:00,19:00,대구문화예술회관,대구문화예술회관,053-606-6135,2021-08-10,6270000,대구광역시
대구시립교향악단 제476회 정기연주회,대구문화예술회관 팔공홀,모짜르트와의 산책,2021-05-18,2021-05-18,19:30,21:00,대구시립예술단,대구시립교향악단,053-250-1475,2021-08-10,6270000,대구광역시
대구시립소년소녀합창단 제 123회정기공연,대구문화예술회관 팔공홀,창단 40주년 기념 정기공연,2021-05-22,2021-05-22,19:30,21:00,대구문화예술회관,대구시립소년소녀합창단,053-606-6314,2021-08-10,6270000,대구광역시
2017 광명동굴 대한민국 와인 페스티벌,광명동굴,축제,2017-10-20,2017-10-22,10:00~18:00,18:00,광명시,광명시+한국와인생산협회,02-2680-0952,2020-10-22,3900000,경기도 광명시
유진아 김지혜 피아노 독주회,대구문화예술회관 비슬홀,듀오 피아노 리사이틀,2021-03-27,2021-03-27,18:30,20:00,에이엠예술기획,에이엠예술기획,053-623-0684,2021-08-10,6270000,대구광역시
작고예술인 재조명시리즈I 慕汀(모정) 故이명희,대구문화예술회관 팔공홀,작고예술인 재조명 시리즈,2021-04-02,2021-04-02,19:30,21:00,대구문화예술회관,대구국악협회,053-606-6135,2021-08-10,6270000,대구광역시
