,collectiondb,creator,description,extent,language,regdate,rights,title
458,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"남성 중심의 전통 사회에서 꿈을 이뤄 온 여성 리더들의 이야기입니다. 소서노, 선덕여 왕, 신 사임당, 유관순, 이태영의 삶은 동화로 구성되어 있으며, 사회적 편견과 차별 속에서 이들의 업적을 '캐릭터 확대경'을 통해 다시 한 번 보여준다. ”.",176,Kor,2014-11-20T00:00:00+09:00,"정진 외 글, 백글림 그림",세상을 바꾼 여성 리더십
459,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"중국 금융 분석가 인 저자가 10 대를 위해 쓴 독특한 유형의 경제학 책입니다. Adam Smith, John Stewart Mill, Karl Marx 및 Paul Samuelson 및 Joseph Stiglitz와 같은 ""노벨 경제학 상""은 교실 형식으로 경제학의 핵심 개념을 가르칩니다.",280,Kor,2014-12-28T00:00:00+09:00,중웨이웨이/남영택,10대가 묻고 18명의 경제학자가 답하는 살아 있는 경제학 이야기
460,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"초등학교와 중학교에서 배운 지구과학과 물리학 개념의 핵심 내용을 모았습니다. 지구과학 부분에서는 지각의 변화, 우주의 신비, 날씨를 담고 있으며, 물리학 부분에서는 빛과 열, 자석과 전기, 힘과 에너지를 담고 있습니다.",184,Kor,2014-12-29T00:00:00+09:00,"우리누리 글, 이창우 그림",그래서 이런 과학이 생겼대요 1
461,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"일본의 아동 문학 작가 작가가 쓴 그림책으로, 80 년 이상 전에 쓴시에 일본 애니메이션 거장의 그림이 들어 있습니다. “비를 잃지 않고”삶을 존중하며 동거를 꿈꾸던 작가의 마음을 느낄 수 있습니다. 이 책을 통해 다시 '평화'와 '위안'을 꿈꿉니다.",40,Kor,2015-11-03T00:00:00+09:00,"미야자와 겐지 글, 야마무라 코지 그림/엄혜숙",비에도 지지 않고
462,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"'먹는 이야기'를 바탕으로 한 청소년 소설. 아이들은 식사 중에 친구를 다치게하고 식사 중에 친구를 괴롭 힙니다. 마시멜로를 삼키고, 뜨거운 우유를 마시고, 의자에 기대고, 그 자체로‘안녕 ~ 좋다!’라는 이야기를 통해 아이들의 일상을 만난다.",200,Kor,2015-10-31T00:00:00+09:00,박기복,나는 밥 먹으러 학교에 간다
463,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"하고 싶은 말이 많지만, 두려움에 부끄러워하는 아이들에게 따뜻한 위로와 격려를 줄 수있는 4 개의 이야기를 한 권에 모았습니다. 일상에서 마주 칠 수있는 갈등과 고민을 극복하는 과정을 통해 아이들이 인간 관계와 소통의 가치를 깨닫도록 돕는 성장 동화입니다.",176,Kor,2015-11-25T00:00:00+09:00,"박현경 글, 강창권 그림",체리도둑
464,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"혼자 아이를 키운 작가는 고등학교 2 학년 인 딸이 초등학교 5 학년 때부터 사춘기를 겪고 있다는 에피소드를 공개했다. 우울증, 공부 및 시험 스트레스, 이유 문제, 휴대 전화 중독 및 부모가 공감하는 기타 주제를 자녀와 공유 할 수 있습니다.",224,Kor,2015-11-16T00:00:00+09:00,유명은,"딸아, 엄마도 그랬어"
465,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,그는 미술 작품을 통해 세계사의 위대한 흐름을 꿰뚫고 그 안에 담긴 흥미 진진한 이야기를 설명했다. 석기 시대 조각상부터 제 2 차 세계 대전 당시 피카소의 작품에 이르기까지 세계사의 무거운 추세를 반영하거나 영향을받은 그림을 소개하여 당시 상황을보다 사실적으로 이해할 수있게되었습니다.,282,Kor,2015-06-29T00:00:00+09:00,김영숙,미술관에서 읽는 세계사
466,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,조선 시대 수도 한양을 방문하는 역사 문화 책이다. 정치사를 중심으로하는 뻣뻣한 커리큘럼과 달리 한양에서 하루 동안의 역사 여행은 어린 독자들에게 부드러운 삶의 역사를 시작으로 조선 전체의 역사를 그려 보는 새로운 경험을 선사한다.,236,Kor,2015-11-23T00:00:00+09:00,김향금,조선에서 보낸 하루
467,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"EBS 다큐멘터리 <스토리의 힘>을 구체적인 요령으로 편성 한이 책은 스토리의 탄생부터 스토리의 강력한 힘으로 만들어진 에피소드까지, 구체적인 방법과 스토리를 활용하여 소비자와 관객을 매료시킨다. 잘 이야기. 실제 사례에서 할리우드 마스터와의 인터뷰에 이르기까지 이야기에 대한 모든 것을 파헤칩니다.",279,Kor,2011-09-30T00:00:00+09:00,EBS다큐프라임 '이야기의힘' 제작팀,이야기의 힘!
468,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"‘오래된지도로 걷는 여행 강의 시리즈’두 번째 이야기입니다. 서울 탐사 강연을 진행하는 역사 지리학자 작가는 서울이 조선 후기부터 일제 강점기, 해방에 이르기까지 도시 밖으로 확장되어 새로운 도시로 재 탄생하는 과정을지도, 그림지도, 옛 사진을 통해 보여준다. 현대적인 서울 생생하게 그려졌습니다.",243,Kor,2011-09-26T00:00:00+09:00,이현군,"서울, 성 밖을 나서다"
469,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"'항상 깨끗한 속옷을 입고, 야채를 먹고, 돈이 나무에서 열린 것 같지 않니?, 숙제를하고, 전화하세요. 늦었을 때 '. 잔소리하는 아이들의 감정, 잔소리의 다양한 의미에 대한 재치있는 설명, 특히 잔소리의 철학을 전달합니다.",136,Kor,2011-10-05T00:00:00+09:00,마크 젤먼/ 황윤영,철학을 담은 잔소리 통조림
470,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 글은 후천성 미토콘드리아 병이라는 희귀병을 앓고 있던 작가가 쓴 에세이로, 야생 달팽이와 함께 살면서 달팽이를 관찰하고 기록하거나 과학 서적에서 얻은 달팽이의 생태에 대한 지식을 수집했습니다. 달팽이를 통해 삶과 죽음의 경계를 넘어선 작가는 자연계의 작은 부분이 우리 인간의 존재와 실제 삶이 어떤 것인지를 얼마나 잘 보여주는지를 상기시킨다.",237,Kor,2011-08-22T00:00:00+09:00,엘리자베스 토바 베일리/ 김병순,달팽이 안단테
471,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"동화책 작가 제랄딘 메르 코란이 쓴 모험 소설로, 14 세까지만 살 수있는 잔인한 운명에 직면 한 소년의 죽음에서 삶으로의 여정을 그린다. 작가는 세상을 한번도 경험하지 못한 순수한 소년의 시선을 통해 강한 욕망이 얽혀있는 인간 사회를 비판적 또는 재치있게 그려 낸다.",341,Kor,2011-09-25T00:00:00+09:00,제럴딘 머코크런/ 조동섭,이름을 훔치는 페퍼 루
472,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,서 아프리카 민화에서 그는 최고 신이 지혜를 위해 말씀하신 세 가지 불가능한 일을하는 슬릭 주머니 토끼 할머니의 즐겁고 즐거운 모험을 묘사합니다. 단순하고 리드미컬 한 글과 태양을 연상시키는 노란색이 주축이며 아프리카 평원을 기하학적으로 다채로운 색채로 표현한 그림은 독특하다.,32,Kor,2011-09-21T00:00:00+09:00,"제럴드 맥더멋 글, 그림/ 서남희",꾀주머니 토끼 조모 - 서아프리카 옛이야기
473,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,행복 우리 복지관이 주최하는 창작 문화 콘텐츠 공모전 수상작 모음집입니다. 장애인과 소외 계층의 어려움을 심층적으로 다루어 장애인과 소외 계층에 대한 우리의 견해와 잘못된 정보를 바로 잡을 수있는 기회를 제공하는 교양 만화책이다. 장애를 가진 예비 만화가의 작품이 포함되어 있습니다.,246,Kor,2011-04-10T00:00:00+09:00,"고은정 외 글, 그림","엄마, 다녀올게요!"
474,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"그림을 통해 본 ""그림 세계 예술과 문화의 역사""시리즈 20 권. 바르비 종파 화가들의 미술사의 의미와 시대의 배경과 함께 낭만주의와 신고전주의에서 탄생 한 방법이 새롭게 조명됩니다. Millet, Rousseau, Coro, Dufre, Troyes, Dobini의 이야기를 중심으로 아름다운 그림을 소개합니다.",231,Kor,2011-05-07T00:00:00+09:00,전하현,바르비종과 사실주의
475,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"지도에 포함 된 흥미로운 사실과 이념을 도입하여지도의 상식을 깨고, 고대부터 현재까지의 인간지도 제작의 역사를 한눈에 볼 수 있도록 정리한다. 또한 각 지역의 독특한 역사적 사실과 거기에 전해지는 전설과 기원을 대륙별로 소개합니다.",285,Kor,2011-05-25T00:00:00+09:00,"디딤 글, 서영철 그림",상식으로 꼭 알아야 할 세계 지도 지리 이야기
476,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"나는 이기주의가 정말로 나쁜지, 다수를 위해 몇 개를 희생하는 것이 정말로 옳은가, 그것이 단지 분열되는 것이 무엇인지, 내가 숨쉬는이 세상이 가짜인지와 같은 근본적인 질문을한다. 철학의 주요 주제는 장단점의 형태로 다루고 있으며, 사고의 실천은 스스로 제 3의 의견을하도록 장려됩니다.",231,Kor,2011-05-20T00:00:00+09:00,"최훈, 박의준",생각을 발견하는 토론학교 철학
477,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"21 세기 새로운 전염병으로 진단받은 세계 보건기구 (WHO)가 '비만'을 정의한 이후 사회적 차원에서 접근하고있다. 어린이들에게 비만 문제의 심각성을 알리고 올바른 식사를하도록 돕고 외국 사례, 사진, 전문가 의견을 결합하여 사회적 문제의 관점에서 비만을 처리합니다.",119,Kor,2011-05-19T00:00:00+09:00,"콜린 힌슨, 김종덕/ 전국사회교사모임","세상에 대하여 우리가 더 잘 알아야 할 교양 - 비만, 왜 사회문제가 될까?"
478,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이것은 One Asia에 대한 입문 가이드입니다. One Asia가 무엇인지, 왜 필요한지, 그것을 실현하는 방법을 논리적으로 설명합니다. 저자는 원래 아시아를 정의 할 때 지리적 범위에 얽매일 필요가 없으며 한중일 공동 노력이 가장 중요하며 서로를 존중하고 이해하려는 노력이 필수적이라고 강조한다.",320,Kor,2011-06-07T00:00:00+09:00,장대환,원 아시아 모멘텀
479,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,이 책은 서울의 역사 문화 공간 가운데 근대 역사의 상징적 공간으로 꼽히는 서울의 정동을 재검토한다. 정동의 기원과 정동 부지 구조의 개요를 포함한 정동의 역사를 시작으로 각국의 외교관과 외교관의 상황을 자세히 설명하여 우리의 단면을 보여줍니다. 정동을 중심으로 한 근대사.,311,Kor,2012-01-10T00:00:00+09:00,이순우,정동과 각국공사관
480,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,'나는 누구인가?'라는 질문을 포함하여 청소년들이 현실에서 마주 치는 질문에 대해 스스로 생각하는 방법을 가르친다. 교실이나 먼 미래에 일어날 수있는 일과 같은 다양한 상황과 예를 제시하고 상황에 들어가 자유롭게 생각하도록 유도합니다.,207,Kor,2011-11-25T00:00:00+09:00,리자 하글룬트/ 서순승,생각연습
481,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 책은 청소년들에게 나눔을 실천하는 구체적인 방법과 그 중요성을 알리기 위해 고안되었습니다. 청소년들에게 봉사 활동이 필요한 이유, 어떻게해야하는지, 자원 봉사를 통해 자신과 이웃과 사회를 위해 무엇을 할 수 있는지 알려줌으로써 자원 봉사가 나눔이라는 것을 깨닫도록 돕습니다.",247,Kor,2012-01-12T00:00:00+09:00,백은영,청소년자원봉사 어떻게 할까?
482,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"중학교 입학을 앞둔 미래에 대한 대화, 경영 컨설팅 회사의 임원 인 아버지, 전업 주부 인 어머니로 구성됐다. 경영학의 정의, 기업의 목적과 책임, 자본과 사업 활동, 브랜드와 마케팅, 생산과 유통, 조직과 인적 자원 관리, 자기 관리 등을 쉽게 이해할 수 있습니다.",186,Kor,2012-01-05T00:00:00+09:00,심윤섭,"아빠, 경영학이 뭐예요?"
483,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"배설물, 발자국, 음식의 흔적을 따라 야생 동물의 습관과 생태를 기록하는 포유류 관찰 저널입니다. 여우, 너구리, 멧돼지 등 한국과 일본에 서식하는 40 여종의 포유류의 생명 흔적이 수록된 '동물 추적 서'입니다. 다양한 야생 동물의 생태 사진과 사진이 많이 담겨있어 현장 학습 교재로 활용하기에 좋은 책이다.",246,Kor,2011-12-25T00:00:00+09:00,구마가이 사토시 외/ 박인용,야생동물 명탐정 - 똥 싼 동물을 찾아라
484,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 책은 신문에 자주 나오는 단어의 백과 사전입니다. 25 년 동안 신문 편집자로 일해온 저자는 각 단어가 현재 의미를 갖는 이유를 추적합니다. 조어의 구조와 기원, 문장 오류와 어법, 단어와 관련된 고전과 역사적 지식, 삽화, 사진, 삽화 등 다양한 정보를 담고 있습니다.",638,Kor,2011-12-01T00:00:00+09:00,장진한,신문 속 언어지식
485,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"자화상의 아버지로 불리는 듀러에서 이탈리아 르네상스 미술을 이끈 다빈치와 라파엘, 홀바인, 루벤스, 렘브란트, 고흐, 고갱, 쿠르베, 밀레, 마네, 뭉크, 피카소, 달리에 이르기까지 111 명의 마스터의 200 개가 넘는 자화상이 있습니다. 번들로 제공되는 자화상 전시입니다. 자화상을 통해 작가의 삶과 예술적 열정을 자세하게 살펴 본다.",435,Kor,2012-06-29T00:00:00+09:00,천빈/ 정유희,자화상展
486,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 책은 세종 대학교 독도 연구 소장 호사카 유지 교수가 귀화 한 한국인으로 썼다. 독도의 지리 정보와 독도를 둘러싼 모든 역사적 사실에 대한 이해하기 쉬운 정보를 제공하여 어린이들이 왜 독도가 한국 영토인지 이해하기 쉽게합니다. 사회 교과서의 지리적, 역사적 내용과 일본이 독도를 표적으로 삼고있는 경제적, 정치적, 역사적 이유를 연결하여 설명한다.",200,Kor,2012-04-25T00:00:00+09:00,"호사카 유지 글, 허현경 그림",대한민국 독도 교과서
487,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"<철학의 숲, 길을 묻어 라> (2011)의 속편으로 고대부터 근대 초기까지의 철학자들을 다룬다. 21 세기에 연재 된 아담 스미스로부터 새로운 길을 열어 준 21 명의 근대 서양 철학자들의 핵심이다. 네이버는 철학의 숲을 위르겐 하버마스에게 캐스팅했습니다. 이데올로기와 그들 사이의 이데올로기 적 대립을 간단하고 명확하게 설명합니다.",302,Kor,2012-06-15T00:00:00+09:00,박일호 외,"철학의 숲, 길을 열다"
488,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"그것은 인간이 사용하는 최초의 미디어 인 단어로 시작했으며 트위터와 페이스 북과 같은 미디어에 대한 인본주의 적 콘텐츠를 포함했습니다. 또한이 책은 소수자에 대한 방송과 신문의 사회적 역할, 광고 이미지 이해, 영화 직접보기, 예술과 미디어의 만남, 인터넷과 사회의 올바른 사용과 같은 미디어의 현명한 사용을 검토합니다. 미디어.",215,Kor,2012-07-12T00:00:00+09:00,"손석춘 글, 김용민 그림",10대와 통하는 미디어
489,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"'돈'을 중심으로 한 세계 경제의 이야기를 담은 아동 경제 책입니다. 작가는 아이들에게 직접 이야기를 전하기 때문에 쾌적하고 활기찬 분위기에서 지루하지 않고 읽을 수 있고, 인플레이션, 버블 이코노미, 소액 대출 시스템과 같은 어려운 경제 개념을 만화를 통해 재미 있고 간결하게 해결합니다.",155,Kor,2012-06-20T00:00:00+09:00,"키라 버몬드 글, 클레이턴 한머 그림/ 정미영",돈의 비밀
490,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"빗물 한무영 박사가 빗물 이야기를 들려줍니다. 저자는 빗물에 대한 오해가 많다는 점을 지적하면서 빗물이 어떻게 만들어 지는지, 그 성질, 빗물의 과학, 빗물 관리 및 재사용 방법에 대해 외국의 이야기를 들려 주었다. 주기.",117,Kor,2012-06-20T00:00:00+09:00,"한무영 글, 이은미 그림",빗물 탐구 생활
491,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"씨앗, 즉 농작물이 우리 삶에 어떻게 들어오고 인간의 삶을 변화 시켰는지 살펴보면서 그 중요성을 강조하는 책입니다. 조만간 세계가 식량난에 시달릴 것으로 예상되지만 식량 확보를 위해 어떤 노력을 기울이고 있는지 묻고 있습니다.",188,Kor,2013-03-04T00:00:00+09:00,서경석,"역사를 바꾼 위대한 알갱이, 씨앗"
492,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"청소년에게 필요한 동서양 고전에 대해 쉽게 설명합니다. 동양 고전 섹션은 노자, 공자, 좡자, 맹자, 한비자, 사역의 사상을 다루고, 서양 고전 섹션에서는 소크라테스, 플라톤, 아리스토텔레스, 데카르트, 칸트와 같은 이데올로기를 논의합니다.",304,Kor,2012-12-20T00:00:00+09:00,김이수,고1 책상 위에 동양고전(서양고전)
493,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"거인이 주인공으로 등장하는 한국의 천지 창조 신화에서 8 편을 뽑은 책이다. 스트레칭으로 하늘을 연 '마고 할미', 손으로 볼록한 하늘을 밀어 올린 '미륵', 한 발가락으로 절벽에 동굴을 만든 '설문지 희망'등의 이야기가있다.",108,Kor,2013-02-08T00:00:00+09:00,"양혜원 글, 이지숙 그림",마고할미 세상을 발칵 뒤집은 날
494,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 책은 디자인 실행 및 연구에 필요한 다양한 방법을 쉽게 따를 수 있도록 안내하고 다양한 이미지 및 키워드와 함께 50 개 이상의 디자인 사고 관행을 소개합니다. 현재 두 명의 저자가 실제 워크샵, 강의 자료 및 디자인 연구 실습 과정에서 사용하는 방법을 알려줄 것입니다.",255,Kor,2013-02-04T00:00:00+09:00,"나건, 김선아",내가 만드는 디자인학 디자인사고
495,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"<평화 분수 프로젝트>의 네 번째 책입니다. 학교 폭력의 요인은 학교뿐 아니라 가족, 마을 공동체에도 존재하기 때문에 학교, 가족, 마을이 개방형 시스템이며 환경으로 기능한다는 인식을 공유하면 가능하다고 주장된다. 문제를 해결하는 방법을 찾습니다.",204,Kor,2013-03-13T00:00:00+09:00,문재현 외,아이들을 살리는 동네
496,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"Adam Smith의 국부 이론에서 Malthus의 인구 이론, 케인즈의 성장 이론, 뉴딜 정책, 연방 준비 제도의 역할과 실수, 미국 연방 준비 제도의 역할과 실수, 경제학의 주요 문제에 이르기까지 , 경제학에서 성인 만화까지.",612,Kor,2013-02-28T00:00:00+09:00,마이클 굿윈/김남수,만화로 보는 경제학의 거의 모든 것
497,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"개에 대한 자연 과학 지식과 인문학 정보를 아이들에게 제공하는 책입니다. 개의 유형과 독특한 습관, 개와 인간의 역사, 개와 친구가되는 구체적인 방법을 그림과 삽화를 통해 쉽게 설명 할 수 있습니다.",160,Kor,2013-03-10T00:00:00+09:00,김황 ,인간의 오랜 친구 개
498,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"그것은 오늘날 우리에게 오기 전의 흥미로운 역사, 문화 및 음식의 삶의 이야기를 포함합니다. 내용을 이해하는 데 도움이되는 풍부한 사진 데이터와 식품 관련 통계 데이터를 포함하고 있으며, 앞으로도 식품 취급 방법을 제대로 판단 할 수없는 청소년에게 방향을 제시합니다.",208,Kor,2016-05-12T00:00:00+09:00,"폴라 에이어 글, 이라 올레니나 그림/김아림",청소년을 위한 음식의 사회학
499,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,로봇에서 원자력 발전에 이르기까지 우리는 다음 10 년 동안 빠르게 변화하는 세상에서 어떤 산업이 가능한지 알고 싶었습니다. 그는 전 세계 30여 개국을 방문하고 변화를 주도하는 장면을 취재하고 미래 기술을 선도하는 사람들을 만나 생생한 이미지를 캡처 할 데이터를 검색했습니다.,480,Kor,2016-04-15T00:00:00+09:00,한국경제TV 산업팀 ,4차 산업혁명 세상을 바꾸는 14가지 미래기술
500,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 책은 할아버지가 어린 손자들에게 이야기를하는 형태로 별자리 신화와 지식을 소개합니다. 큰곰 자리와 작은 곰 자리, 양치기 별자리, 왕관 등 인간의 이성과 감성과 조화를 이루는 다양한 별자리 신화를 체험 할 수 있으며, 과학과 예술이 조화를 이루는 곳, 별을 세고 별자리를 하나씩 알 수 있습니다. .",204,Kor,2016-02-17T00:00:00+09:00,"트라우디 라이흐 글, 카틀렌 볼터 그림/노선정",별자리가 내게로 왔어요
501,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,이것이 '매력의 법칙'을 이용해 원하는 미래를 일기에 적어 꿈을 이루는 작가 자신의 비결이다. 그는 미래를 바꾸는 데 방해가되는 상황에 대한 근본적인 해결책을 제시하고 독자가 이전에 직면했던 수많은 장벽을 쉽게 넘을 수 있도록 따뜻한 설명으로 독자를 격려합니다.,152,Kor,2016-04-20T00:00:00+09:00,Happy/최윤영,"3일 후, 기적이 일어나는 일기"
502,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"제주 민화 <문전 본 푸리>에 등장하는 조왕신과 옆 간신, 오방신, 문전 신의 형성 이야기를 모티브로 한 판타지 동화이다. 화장실이 사라지는 사건의 이야기는 문 전신 녹디 생이가 다룬다.",208,Kor,2016-04-30T00:00:00+09:00,"김원석 글, 송진욱 그림","녹디생이, 사라진 변기를 찾아라"
503,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,시인이자 소설가 인 작가가 아이를 위해 편찬 한 동화 모음집입니다. 갖고 싶은 일곱 형제 중 막내 인 7 살 소년 맥스 닉스의 이야기 《이 옷만 입겠다》 등 다양하고 흥미로운 이야기와 함께 아이와 함께시를 읽는 것은 의미가있다. 기만적인 소송.,128,Kor,2016-04-20T00:00:00+09:00,실비아 플라스/오현아 ,실비아 플라스 동화집
504,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"외로움, 불안, 충동, 분노 등 견딜 수없는 감정에 대한 걱정과 청소년들이 많은 관심을 가지고 고생하는 문제에 대한 고백으로 구성되었습니다. 꿈, 미래, 관계, 학교 생활 및 가정에서 도움과 보살핌을 간절히 찾고있는 청소년들에게 따뜻한 위로를줍니다.",192,Kor,2016-12-10T00:00:00+09:00,전진우 ,책가방을 메고 오늘도 괜찮은 척
505,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,동물 학자 Temple Grandin은 소와 돼지가 스트레스를 받거나 걱정하지 않도록 헛간과 도축장을 재구성합니다. 템플은 말한다. “소에게 친절하십시오.” 자폐 환자 였지만 소의 눈에 불편 함을 인식하고 생명을 가진 소를 존중하며 소의 삶과 죽음을 편안하게하려고 노력한 과학자의 전기 동화.,92,Kor,2017-01-05T00:00:00+09:00,"베아트리체 마시니 글, 빅토리아 파키니 그림/김현주 ",소에게 친절하세요
506,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,시리즈의 다섯 번째 부분 인 『사회 계약』은 누구나 쉽게 원문을 읽을 수 있도록 200 페이지 분량의 주머니 크기의 책으로 출판됩니다. 사회 계약론에서 루소의 사상은 프랑스 혁명과 미국 독립 운동의 토대가되었으며 21 세기 민주 국가의 개념과 형태에 반영된다.,168,Kor,2016-12-16T00:00:00+09:00,장자크 루소/김성은,사회계약론: 쉽게 읽고 되새기는 고전
507,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"유엔 창립 기념일을 중심으로 전 세계 사람들이 기억해야 할 날을 요약하고 소개하는 책. 자유와 평화와 조화를위한 기념일, 건강을위한 기념일, 자연과 환경 보호를위한 기념일, 과학과 발전을위한 기념일, 인간과 인권을위한 기념일, 사회와 인권을위한 기념일 등 6 개의 챕터로 구성되어 있습니다. 문화 발전.",328,Kor,2016-11-28T00:00:00+09:00,"박동석 글, 이창우 그림",세계의 기념일: 오늘 무슨 날? 
508,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"호킹은 우주의 멋진 세계로 들어가기위한 가이드로 선택되었습니다. 현존하는 최고의 우주 학자 스티븐 호킹의 삶이 한 이야기로 펼쳐지고, 주인공의 학업 성장 과정과 성과가 녹아 내린다. 이론가로서 호킹의 출발에 중요한 인물과 일화를 다루면서 흥미를 더합니다.",236,Kor,2016-12-09T00:00:00+09:00,"정창훈 글, 백원흠 그림 ",호킹의 블랙홀: 우주의 심연을 들여다보다 
509,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"청소년 소설. 작가는이 세상의 모든 것으로 여겨 졌던 소중한 존재를 잃는 아픔, 너무 아파서 외면하고 싶은 아픔, 나랑은 상관 없다고 믿는다. 그들은 다른 사람들의 슬픔과 고통을 들여다보고 그들의 이야기에 공감하는 것으로 시작합니다.",260,Kor,2016-11-30T00:00:00+09:00,김중미 ,"그날, 고양이가 내게로 왔다"
510,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"이 책은 유네스코가 선정한 한국 문화 유산 인 종묘, 창덕궁, 수원 화성, 불국사, 석굴암 등 세계 문화 유산을 다룬다. 2013 년 6 월에 등록 된 개성 사적 등 북한 문화재도 포함되어있다.",208,Kor,2013-10-21T00:00:00+09:00,"유한준 글, 김용범 사진",최신 교과서에 나오는 유네스코 세계문화유산 : 대한민국
511,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"철학을 가르치는 연구자들이 세상에 대한 호기심이 가득한 청소년들에게 철학을 통해 답을 제공하는 상담 책입니다. 허구의 질문으로 소녀는 꿈, 공부, 가족과 같은 개인적인 질문에서 인권과 차별과 같은 사회에 대한 질문에 대한 답을 생각하도록 소개됩니다.",296,Kor,2013-12-31T00:00:00+09:00,희망네트워크 엮음,삐뚤빼뚤 생각해도 괜찮아
512,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"저자의 경험을 바탕으로이 책은 우리 대학 시스템을 도울 수있는 미국 대학의 강점을 강조합니다. 캠퍼스, 교실, 장비 및 시설과 같은 하드웨어, 교수 및 학생에게 제공되는 지원 시스템 및 시스템, 의사 처리 프로세스에 대해 자세히 설명합니다.",366,Kor,2013-12-16T00:00:00+09:00,목학수,미국대학의 힘
513,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"국제 금융 자본, 실패한 국가, 신자유주의, 무방비 노동자, 아동 등 우리가 생각해야 할 세계화를 둘러싼 다양한 문제를 청소년들에게 설명하는 책입니다. 균형 잡힌 시각으로 세계화의 빛과 그림자를 소개하고 싶습니다.",196,Kor,2013-12-15T00:00:00+09:00,게르트 슈나이더/이수영,왜 세계화가 문제일까?
514,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"아이들에게 바다에 대한 다양한 정보를 설명하는 책입니다. 바다에 대해 오해 한 47 가지, 바다 생물에 대해 몰랐던 흥미로운 진실, 미래에 바다가 우리에게 어떤 가치를 가질 지 요약합니다.",244,Kor,2013-12-12T00:00:00+09:00,강대훈,바다박사가 될래요!
515,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,"무속 신화의보고 인 제주도 신화를 소개했다. 대표작 ""투 다이""로 소개 된 신화 속 선조들의 상상력과 지혜를보실 수 있습니다.",248,Kor,2013-12-28T00:00:00+09:00,송재찬,오늘이
516,한국출판문화산업진흥원 DB,한국출판문화산업진흥원,코끼리 똥 종이 사업을 통해 코끼리와 함께 평화롭게 사는 법을 실현하는 사회적 기업 이야기. 살아 가기 위해 코끼리를 죽인 사람들이 코끼리 배설물에서 제품을 생산하는 동안 서로 공존하는 과정을 묘사합니다.,32,Kor,2013-10-03T00:00:00+09:00,"투시타 라나싱헤 글, 로샨 마르티스 그림/류장현 외",똥으로 종이를 만다는 코끼리 아저씨
