#date,checker,turbidity,ph,chlorine,temperature,conductivity
"17:00:00,","우면산,",0.02,7.2,0.33,1.8,290.0
"17:00:00,","도곡동(강남수도),",0.05,7.2,0.21,5.0,259.0
"17:00:00,","반포,",0.05,7.0,0.32,5.0,288.0
"17:00:00,","내곡동(연간단가),",0.05,7.177389144897461,0.39,5.0,250.0
"17:00:00,","반포동(자이A),",0.03,7.1,0.49,3.0,231.0
"17:00:00,","방배동(청두공원),",0.028673965483903885,7.088440418243408,0.3138386905193329,11.650409698486328,217.21446228027344
"17:00:00,","내곡,",0.04,7.1,0.26,7.0,259.0
"17:00:00,","우면동(품질시험소),",0.04,7.3,0.25,6.9,253.0
"18:00:00,","논현동(논현초교),",0.07,7.1,0.22,48.7,274.0
"17:00:00,","양재동(매헌초교),",0.12,7.1,0.33,5.2,239.0
"17:00:00,","삼성,",0.02,7.0,0.53,4.1,100.0
"17:00:00,","봉은,",0.05,7.1,0.43,5.7,254.0
"17:00:00,","수서,",0.02,7.0,0.41,4.1,100.0
"17:00:00,","자곡동(자곡증압),",0.04,7.2,0.4,2.6,256.0
"17:00:00,","삼성동(삼성증압),",0.04,7.2,0.4,3.9,272.0
"18:00:00,","서초,",0.04,7.2,0.42,4.6,285.0
"18:00:00,","방배,",0.05,7.2,0.46,4.1,257.0
"18:00:00,","일원,",0.04,7.2,0.44,5.5,271.0
"18:00:00,","우면산,",0.015393830835819244,7.2,0.33,1.8,290.0
"18:00:00,","도곡동(강남수도),",0.05,7.2,0.21,4.7,258.0
"18:00:00,","반포,",0.05,7.0,0.31,5.0,287.0
"18:00:00,","내곡동(연간단가),",0.05,7.2,0.37,4.9,250.0
"18:00:00,","반포동(자이A),",0.03,7.1,0.48,3.1,231.0
"18:00:00,","방배동(청두공원),",0.031017500907182693,7.081308841705322,0.3190622329711914,11.865249633789062,225.4910430908203
"18:00:00,","내곡,",0.04,7.1,0.29,7.1,256.3555603027344
"18:00:00,","우면동(품질시험소),",0.04,7.3,0.31,6.5,254.0
"18:00:00,","논현동(논현초교),",0.06,7.0,0.22,48.7,273.0
"18:00:00,","양재동(매헌초교),",0.12,7.2,0.33,4.9,241.0
"18:00:00,","삼성,",0.02,7.0,0.52,4.1,100.0
"18:00:00,","봉은,",0.05,7.1,0.4,5.7,254.0
"18:00:00,","수서,",0.018401823937892914,7.0,0.4,4.105226039886475,100.0
"18:00:00,","자곡동(자곡증압),",0.04,7.2,0.39,2.6,256.0
"18:00:00,","삼성동(삼성증압),",0.04,7.2,0.41,3.8,272.0
"18:00:00,","서초,",0.04,7.2,0.44,4.6,285.0
"19:00:00,","방배,",0.05,7.2,0.3874053359031677,4.1,257.0
"00:00:00,","일원,",0.04,7.2,0.41,5.6,271.0
"19:00:00,","우면산,",0.02,7.2,0.33,1.8,288.0
"19:00:00,","도곡동(강남수도),",0.05,7.2,0.22,4.6,258.0
"19:00:00,","반포,",0.05,6.915491104125977,0.31,5.0,287.0
"19:00:00,","내곡동(연간단가),",0.05,7.2,0.39,4.8,250.0
"19:00:00,","반포동(자이A),",0.03,7.000472545623779,0.51,2.8,231.0
"19:00:00,","방배동(청두공원),",0.031099848449230194,7.078066349029541,0.3170037865638733,11.997082710266113,228.85218811035156
"19:00:00,","내곡,",0.04,7.1,0.29,7.3,258.0
"19:00:00,","우면동(품질시험소),",0.04,7.3,0.33,6.4,254.0
"19:00:00,","논현동(논현초교),",0.06,7.0,0.21,48.8,274.0
"19:00:00,","양재동(매헌초교),",0.12,7.2,0.33,4.7,242.0
"19:00:00,","삼성,",0.02,6.9664106369018555,0.51,4.2,100.0
"19:00:00,","봉은,",0.05,7.1,0.38,5.7,253.0
"19:00:00,","수서,",0.02,7.0,0.39,4.2,100.0
"19:00:00,","자곡동(자곡증압),",0.04,7.2,0.4,2.4,256.0
"19:00:00,","삼성동(삼성증압),",0.04,7.2,0.39,3.8,272.0
"20:00:00,","서초,",0.04,7.2,0.37734293937683105,4.7,284.0
"20:00:00,","방배,",0.05,7.2,0.45,4.1,256.0
"20:00:00,","일원,",0.04,7.2,0.48,5.5,269.0
"20:00:00,","우면산,",0.02,7.2,0.33,3.537315845489502,287.0
"20:00:00,","도곡동(강남수도),",0.05,7.1,0.25,4.3,257.0
"20:00:00,","반포,",0.05,7.0,0.32,5.038835525512695,287.0
"20:00:00,","내곡동(연간단가),",0.05,7.2,0.38,4.8,249.0
"20:00:00,","반포동(자이A),",0.03,7.0,0.55,2.4,231.0
"20:00:00,","방배동(청두공원),",0.029926985502243042,7.087099075317383,0.31011712551116943,11.543401718139648,230.0894317626953
"20:00:00,","내곡,",0.04,7.1,0.3,7.4,257.0
"20:00:00,","우면동(품질시험소),",0.04,7.3,0.35,6.2,254.0
"20:00:00,","논현동(논현초교),",0.05,7.0,0.21,48.9,274.0
"20:00:00,","양재동(매헌초교),",0.12,7.2,0.33,4.6,241.0
"20:00:00,","삼성,",0.02,7.0,0.49,4.2,100.0
"20:00:00,","봉은,",0.05,7.1,0.41,5.7,251.0
"20:00:00,","수서,",0.02,6.988299369812012,0.38,4.2,100.0
"20:00:00,","자곡동(자곡증압),",0.04,7.2,0.4,2.3,255.0
"20:00:00,","삼성동(삼성증압),",0.04,7.2,0.37,3.7,272.0
"21:00:00,","서초,",0.04,7.2,0.43,4.6,283.0
"21:00:00,","방배,",0.05,7.3,0.45,4.1,256.0
"21:00:00,","일원,",0.04,7.2,0.47,5.4,269.0
"21:00:00,","우면산,",0.014993906021118164,7.2,0.33,1.8,287.0
"21:00:00,","도곡동(강남수도),",0.05,7.107251167297363,0.28,4.3,254.0
"21:00:00,","반포,",0.05,7.0,0.33,5.0,287.0
"21:00:00,","내곡동(연간단가),",0.05,7.2,0.41,4.8,249.0
"21:00:00,","반포동(자이A),",0.03,7.0,0.55,2.5,231.0
"21:00:00,","방배동(청두공원),",0.02791251614689827,7.091224670410156,0.32724377512931824,11.271069526672363,217.73345947265625
"21:00:00,","내곡,",0.04,7.1,0.364315927028656,7.4,256.0
"21:00:00,","방배,",0.04,7.3,0.34,6.2,254.0
"21:00:00,","논현동(논현초교),",0.05,7.1,0.21,48.4,275.0
"21:00:00,","양재동(매헌초교),",0.12,7.2,0.34,4.5,240.0
"21:00:00,","삼성,",0.02,7.0,0.47,4.2,100.0
"21:00:00,","봉은,",0.05,7.1,0.43,5.8,251.0
"21:00:00,","수서,",0.02,7.0,0.37,4.2,100.0
"21:00:00,","자곡동(자곡증압),",0.04,7.2,0.38,2.3,255.0
"21:00:00,","삼성동(삼성증압),",0.04,7.2,0.37,3.8,271.0
"22:00:00,","서초,",0.04,7.2,0.43,4.6,283.0
"22:00:00,","방배,",0.05,7.3,0.45,4.1,255.0
"22:00:00,","일원,",0.04,7.2,0.3578163683414459,5.5,271.0
"22:00:00,","우면산,",0.02,7.2,0.33,1.8,287.0
"22:00:00,","도곡동(강남수도),",0.05,7.1,0.27,4.3,254.0
"22:00:00,","반포,",0.05,7.0,0.35,5.0,287.0
"22:00:00,","내곡동(연간단가),",0.05,7.2,0.41,4.9,249.0
"22:00:00,","반포동(자이A),",0.03,7.0,0.54,2.6,230.0
"22:00:00,","방배동(청두공원),",0.027935363352298737,7.088692665100098,0.31974053382873535,11.515829086303711,226.3667755126953
"22:00:00,","내곡,",0.04,7.1,0.33,7.4,256.0
"22:00:00,","우면동(품질시험소),",0.04,7.3,0.37,6.1,254.0
"10:00:00,","논현동(논현초교),",0.06,7.1,0.21,47.2,276.0
"22:00:00,","양재동(매헌초교),",0.12,7.2,0.34,4.4,242.0
"22:00:00,","삼성,",0.02,7.1,0.47,4.2,100.0
"22:00:00,","봉은,",0.05,7.1,0.42,5.8,251.0
"22:00:00,","수서,",0.02,7.1,0.38,4.2,100.0
"18:00:00,","자곡동(자곡증압),",0.04,7.2,0.38,2.3,255.0
"22:00:00,","삼성동(삼성증압),",0.04,7.13041353225708,0.4,3.7,269.0
"23:00:00,","서초,",0.04,7.2,0.43,4.6,282.0
"23:00:00,","방배,",0.05,7.3,0.44,4.1,254.0
"23:00:00,","일원,",0.04,7.2,0.41,5.5,271.0
"23:00:00,","우면산,",0.02,7.1,0.33,2.57110333442688,287.0
"23:00:00,","도곡동(강남수도),",0.05,7.1,0.27,4.3,254.0
"23:00:00,","반포,",0.05,7.0,0.36,5.0,285.0
"23:00:00,","내곡동(연간단가),",0.05,7.2,0.39,4.8,249.0
"23:00:00,","반포동(자이A),",0.03,7.0,0.53,2.7,230.0
"23:00:00,","방배동(청두공원),",0.02895113080739975,7.085468769073486,0.3273369073867798,11.508800506591797,221.3136749267578
"23:00:00,","내곡,",0.04,7.1,0.33,7.3,255.0
"23:00:00,","우면동(품질시험소),",0.04,7.3,0.36,6.1,253.0
"23:00:00,","논현동(논현초교),",0.05,7.1,0.21,47.4,276.0
"23:00:00,","양재동(매헌초교),",0.12,7.2,0.34,4.3,241.0
"23:00:00,","삼성,",0.02,7.0,0.47,4.2,100.0
"23:00:00,","봉은,",0.05,7.1,0.41,5.8,252.0
"23:00:00,","수서,",0.02,7.0,0.4,4.2,100.0
"23:00:00,","자곡동(자곡증압),",0.04,7.2,0.41,2.3,254.0
"23:00:00,","삼성동(삼성증압),",0.04,7.2,0.42,3.7,268.0
"00:00:00,","서초,",0.04,7.2,0.43,4.6,281.0
"00:00:00,","방배,",0.05,7.3,0.42,4.0,253.0
"00:00:00,","일원,",0.04,7.2,0.45,5.4,270.0
"00:00:00,","우면산,",0.02,7.1,0.33,1.8,288.0
"00:00:00,","도곡동(강남수도),",0.05,7.1,0.28,4.2,254.0
"00:00:00,","반포,",0.05,7.0,0.37,4.9,286.0
"00:00:00,","내곡동(연간단가),",0.05,7.2,0.36,4.8,249.0
"00:00:00,","반포동(자이A),",0.03,7.1,0.51,2.8,230.0
"00:00:00,","방배동(청두공원),",0.03218225762248039,7.082986354827881,0.3267453610897064,12.334029197692871,224.1017608642578
"00:00:00,","내곡,",0.04,7.1,0.31,7.4,256.0
"00:00:00,","우면동(품질시험소),",0.04,7.3,0.3309224545955658,6.2,253.0
"00:00:00,","논현동(논현초교),",0.05,7.1,0.21,47.2,277.0
"00:00:00,","양재동(매헌초교),",0.12,7.2,0.34,4.3,240.0
"00:00:00,","삼성,",0.02,7.0,0.47,4.2,100.0
"00:00:00,","봉은,",0.05,7.1,0.41,5.8,252.0
"00:00:00,","수서,",0.02,7.0,0.42,4.2,100.0
"00:00:00,","자곡동(자곡증압),",0.037642646580934525,7.2,0.41,2.4,253.0
"00:00:00,","삼성동(삼성증압),",0.04,7.2,0.42,3.7,268.0
"01:00:00,","서초,",0.04,7.2,0.42,4.4,265.1553955078125
"01:00:00,","방배,",0.05,7.3,0.41,4.0,253.0
"01:00:00,","일원,",0.04,7.2,0.41,5.4,272.0
"01:00:00,","우면산,",0.02,7.1,0.33,1.8,289.0
"01:00:00,","도곡동(강남수도),",0.05,7.1,0.3,4.1,253.0
"01:00:00,","반포,",0.05,7.0,0.37,4.9,286.0
"01:00:00,","내곡동(연간단가),",0.05,7.2,0.4,4.8,249.0
"01:00:00,","반포동(자이A),",0.03,7.1,0.51,2.9,230.0
"01:00:00,","방배동(청두공원),",0.031018894165754318,7.088701248168945,0.31699714064598083,11.459102630615234,218.87567138671875
"01:00:00,","내곡,",0.04,7.1,0.3,7.4,256.0
"01:00:00,","우면동(품질시험소),",0.04,7.3,0.35,6.2,253.0
"01:00:00,","논현동(논현초교),",0.06,7.1,0.21,48.0,275.0
"01:00:00,","양재동(매헌초교),",0.12,7.2,0.34,4.4,240.0
"01:00:00,","삼성,",0.02,7.0,0.48,4.2,100.0
"01:00:00,","봉은,",0.05,7.1,0.41,5.8,253.0
"01:00:00,","수서,",0.02,7.0,0.4,4.2,100.0
"01:00:00,","자곡동(자곡증압),",0.04,7.2,0.42,2.4,253.0
"01:00:00,","삼성동(삼성증압),",0.04,7.2,0.42,3.7,268.0
"02:00:00,","서초,",0.04,7.2,0.42,4.5,281.0
"02:00:00,","방배,",0.05,7.3,0.41,4.0,253.0
"02:00:00,","일원,",0.04,7.131554126739502,0.36270514130592346,5.5,272.0
"02:00:00,","우면산,",0.02,7.1,0.33,1.8,289.0
"02:00:00,","도곡동(강남수도),",0.05,7.1,0.32,4.1,252.0
"02:00:00,","반포,",0.05,7.0,0.38,4.9,285.0
"02:00:00,","내곡동(연간단가),",0.05,7.2,0.36,4.8,248.0
"02:00:00,","반포동(자이A),",0.03,7.1,0.5,3.0,230.0
"02:00:00,","방배동(청두공원),",0.02821057103574276,7.089771747589111,0.3227347433567047,11.957415580749512,224.17828369140625
"02:00:00,","내곡,",0.04,7.1,0.31,7.4,255.0
"02:00:00,","우면동(품질시험소),",0.04,7.3,0.34,6.3,252.0
"02:00:00,","논현동(논현초교),",0.06,7.1,0.22,48.8,273.0
"02:00:00,","양재동(매헌초교),",0.12,7.2,0.34,4.4,241.0
"02:00:00,","삼성,",0.02,7.0,0.47,4.128899097442627,100.0
"02:00:00,","봉은,",0.05,7.1,0.41,5.7,254.0
"02:00:00,","수서,",0.02,7.0,0.4,4.2,100.0
"02:00:00,","자곡동(자곡증압),",0.04,7.2,0.41,2.6,253.0
"02:00:00,","삼성동(삼성증압),",0.04,7.2,0.41,3.7,270.0
"03:00:00,","서초,",0.04,7.2,0.42,4.6,280.0
"03:00:00,","방배,",0.05,7.3,0.4,4.0,253.0
"03:00:00,","일원,",0.04,7.2,0.33,5.6,273.0
"03:00:00,","우면산,",0.02,7.1,0.33,1.8,289.0
"03:00:00,","도곡동(강남수도),",0.05,7.1,0.32,4.0,252.0
"03:00:00,","반포,",0.05,7.0,0.47,4.9,279.0
"03:00:00,","내곡동(연간단가),",0.05,7.2,0.42,4.8,248.0
"03:00:00,","반포동(자이A),",0.03,7.1,0.49,3.1,230.0
"03:00:00,","방배동(청두공원),",0.03137636184692383,7.0783796310424805,0.3112942576408386,12.042193412780762,225.416259765625
"03:00:00,","내곡,",0.04,7.1,0.32,7.3,255.0
"03:00:00,","우면동(품질시험소),",0.04,7.3,0.31,6.4,252.0
"03:00:00,","논현동(논현초교),",0.06,7.0,0.22,29.639720916748047,271.0
"03:00:00,","양재동(매헌초교),",0.12,7.2,0.34,4.4,242.0
"22:00:00,","삼성,",0.02,7.0,0.47,4.2,100.0
"03:00:00,","봉은,",0.05,7.1,0.41,5.6,254.0
"03:00:00,","수서,",0.02,7.0,0.39,4.2,100.0
"18:00:00,","자곡동(자곡증압),",0.04,7.2,0.36,2.8,254.0
"03:00:00,","삼성동(삼성증압),",0.04,7.2,0.41,3.8,270.0
"04:00:00,","서초,",0.03958679735660553,7.2,0.42,4.5,280.0
"04:00:00,","방배,",0.05,7.3,0.39,4.0,253.0
"04:00:00,","일원,",0.04,7.2,0.37,5.7,272.0
"04:00:00,","우면산,",0.02,7.1,0.32,1.9,289.0
"04:00:00,","도곡동(강남수도),",0.05,7.1,0.31,4.0,253.0
"04:00:00,","반포,",0.05,7.0,0.3609841465950012,4.9,279.0
"04:00:00,","내곡동(연간단가),",0.05,7.2,0.35,4.9,248.0
"04:00:00,","반포동(자이A),",0.03,7.1,0.48,3.2,230.0
"04:00:00,","방배동(청두공원),",0.0320153571665287,7.088490009307861,0.31730663776397705,12.167607307434082,217.28326416015625
"04:00:00,","내곡,",0.04,7.1,0.33,7.192741394042969,256.0
"04:00:00,","우면동(품질시험소),",0.04,7.3,0.31,6.3,252.0
"04:00:00,","논현동(논현초교),",0.06,7.0,0.22,48.2,274.0
"04:00:00,","양재동(매헌초교),",0.12,7.2,0.34,4.4,242.0
"04:00:00,","삼성,",0.02,7.0,0.47,4.1,100.0
"04:00:00,","봉은,",0.05,7.1,0.4,5.6,254.0
"04:00:00,","수서,",0.02,6.982561111450195,0.39,4.1,100.0
"04:00:00,","자곡동(자곡증압),",0.04,7.2,0.38,2.6,254.0
"04:00:00,","삼성동(삼성증압),",0.04,7.2,0.41,3.8,271.0
"05:00:00,","서초,",0.04,7.2,0.42,4.5,279.0
"05:00:00,","방배,",0.05,7.3,0.39,4.0,253.0
"05:00:00,","일원,",0.04,7.2,0.43,5.6,270.0
"05:00:00,","우면산,",0.02,7.2,0.33,1.9,288.0
"22:00:00,","도곡동(강남수도),",0.05,7.1,0.31,3.9,252.0
"05:00:00,","반포,",0.05,7.0,0.49,4.9,280.0
"05:00:00,","내곡동(연간단가),",0.05,7.2,0.35,4.9,248.0
"05:00:00,","반포동(자이A),",0.03,7.1,0.47,3.3,229.0
"05:00:00,","방배동(청두공원),",0.029497435316443443,7.0873589515686035,0.31625378131866455,11.405211448669434,217.93438720703125
"05:00:00,","내곡,",0.04,7.1,0.33,7.2,256.0
"05:00:00,","우면동(품질시험소),",0.04,7.3,0.29,6.1,252.0
"05:00:00,","논현동(논현초교),",0.06,7.1,0.22,47.7,274.0
"05:00:00,","양재동(매헌초교),",0.12,7.2,0.34,4.4,242.0
"05:00:00,","삼성,",0.02,7.0,0.47,4.1,100.0
"05:00:00,","봉은,",0.05,7.1,0.4,5.5,254.0
"05:00:00,","수서,",0.02,7.0,0.3874795734882355,4.1,100.0
"05:00:00,","자곡동(자곡증압),",0.04,7.2,0.38,2.6,254.0
"05:00:00,","삼성동(삼성증압),",0.04,7.2,0.4,3.8,271.0
"18:00:00,","서초,",0.04,7.2,0.41,4.5,278.0
"06:00:00,","방배,",0.05,7.3,0.39,4.0,253.0
"06:00:00,","일원,",0.04,7.2,0.42,5.6,270.0
"06:00:00,","우면산,",0.02,7.2,0.32,1.9,288.0
"06:00:00,","도곡동(강남수도),",0.05,7.1,0.31,3.9,252.0
"06:00:00,","반포,",0.05,7.0,0.45,4.9,271.1105041503906
"06:00:00,","내곡동(연간단가),",0.05,7.2,0.35,4.9,248.0
"06:00:00,","반포동(자이A),",0.03,7.0,0.46,3.4,229.0
"06:00:00,","방배동(청두공원),",0.02961251139640808,7.072997570037842,0.3129199147224426,12.231486320495605,223.64324951171875
"06:00:00,","내곡,",0.04,7.1,0.33,7.3,255.0
"06:00:00,","우면동(품질시험소),",0.04,7.3,0.3,6.2,253.0
"06:00:00,","논현동(논현초교),",0.06,7.1,0.22,49.0,272.0
"06:00:00,","양재동(매헌초교),",0.12,7.2,0.34,4.3,243.0
"06:00:00,","삼성,",0.02,7.0,0.46,4.1,100.0
"06:00:00,","봉은,",0.05,7.1,0.4,5.4,254.0
"06:00:00,","수서,",0.02,7.0,0.38,4.1,100.0
"06:00:00,","자곡동(자곡증압),",0.04,7.2,0.42,2.5,255.0
"06:00:00,","삼성동(삼성증압),",0.04,7.2,0.39,3.7,272.0
"07:00:00,","서초,",0.04,7.2,0.41,4.4,279.0
"07:00:00,","방배,",0.05,7.3,0.3651654124259949,4.0,251.0
"07:00:00,","일원,",0.03983652591705322,7.2,0.3,5.8,272.0
"07:00:00,","우면산,",0.02,7.2,0.32,1.9,288.0
"07:00:00,","도곡동(강남수도),",0.05,7.1,0.31,3.7,252.0
"07:00:00,","반포,",0.05,7.0,0.45,4.9,283.0
"07:00:00,","내곡동(연간단가),",0.05,7.2,0.37,5.0,248.0
"07:00:00,","반포동(자이A),",0.04,7.0,0.45,3.4,230.0
"07:00:00,","방배동(청두공원),",0.028856931254267693,7.082603454589844,0.3058510720729828,11.566296577453613,223.04502868652344
"07:00:00,","내곡,",0.04,7.1,0.3,7.3,255.0
"07:00:00,","우면동(품질시험소),",0.04,7.3,0.28,6.1,253.0
"07:00:00,","논현동(논현초교),",0.06,7.091876029968262,0.22,49.1,272.0
"07:00:00,","양재동(매헌초교),",0.12,7.2,0.34,4.2,243.0
"07:00:00,","삼성,",0.02,7.0,0.46,4.2,100.0
"07:00:00,","봉은,",0.05,7.1,0.4,5.3,253.0
"07:00:00,","수서,",0.02,7.0,0.37,4.2,100.8792724609375
"07:00:00,","자곡동(자곡증압),",0.04,7.2,0.3601159453392029,2.5,255.0
"07:00:00,","삼성동(삼성증압),",0.04,7.2,0.38,3.6,272.0
"08:00:00,","서초,",0.04,7.2,0.41,5.915765762329102,278.0
"08:00:00,","방배,",0.05,7.3,0.42,4.0,251.0
"08:00:00,","일원,",0.04,7.2,0.28,6.0,273.0
"08:00:00,","우면산,",0.02,7.2,0.32,1.9,288.0
"08:00:00,","도곡동(강남수도),",0.05,7.1,0.28,4.0,252.0
"08:00:00,","반포,",0.05,7.0,0.44,4.8,283.0
"08:00:00,","내곡동(연간단가),",0.05,7.2,0.36,4.8,248.0
"08:00:00,","반포동(자이A),",0.04,7.1,0.46,2.9,228.0
"14:00:00,","방배동(청두공원),",0.028990546241402626,7.080784797668457,0.31037572026252747,11.814374923706055,222.48812866210938
"08:00:00,","내곡,",0.04,7.1,0.3,7.4,255.0
"08:00:00,","우면동(품질시험소),",0.04,7.3,0.26,5.8,253.0
"08:00:00,","논현동(논현초교),",0.06,7.1,0.22,48.7,273.0
"08:00:00,","양재동(매헌초교),",0.12,7.1,0.34,3.9,243.0
"08:00:00,","삼성,",0.02,7.0,0.46,4.1,100.0
"08:00:00,","봉은,",0.05,7.1,0.4,5.4,253.0
"08:00:00,","수서,",0.02,7.0,0.38,4.1,100.0
"08:00:00,","자곡동(자곡증압),",0.03579220548272133,7.2,0.36,2.4,256.0
"08:00:00,","삼성동(삼성증압),",0.04,7.2,0.37,3.5,271.0
"09:00:00,","서초,",0.04,7.2,0.41,4.5,278.0
"09:00:00,","방배,",0.049567487090826035,7.3,0.42,4.1,252.0
"09:00:00,","일원,",0.04,7.2,0.46,5.5,269.0
"09:00:00,","우면산,",0.02,7.2,0.32,1.8,287.0
"09:00:00,","도곡동(강남수도),",0.05,7.1,0.29,4.6,253.0
"09:00:00,","반포,",0.05,7.0,0.42,4.9,282.0
"09:00:00,","내곡동(연간단가),",0.05,7.2,0.35,5.0,249.0
"09:00:00,","반포동(자이A),",0.03,7.0,0.48,2.4,228.0
"09:00:00,","방배동(청두공원),",0.02860283851623535,7.086289882659912,0.3165682256221771,11.72868537902832,227.0557403564453
"09:00:00,","내곡,",0.04,7.1,0.29,7.4,254.0
"09:00:00,","우면동(품질시험소),",0.04,7.2,0.33,5.6,251.0
"09:00:00,","논현동(논현초교),",0.06,7.1,0.21,47.5,274.0
"09:00:00,","양재동(매헌초교),",0.12,7.2,0.34,3.7,242.0
"09:00:00,","삼성,",0.02,7.0,0.46,4.1,115.60448455810547
"09:00:00,","봉은,",0.05,7.1,0.4,5.5,252.0
"09:00:00,","수서,",0.02,7.0,0.38,4.1,100.0
"09:00:00,","자곡동(자곡증압),",0.04,7.2,0.27,2.4,258.0
"09:00:00,","삼성동(삼성증압),",0.04,7.2,0.37,3.5,271.0
"10:00:00,","서초,",0.04,7.2,0.41,4.4,278.0
"10:00:00,","방배,",0.05,7.2,0.3682207465171814,4.1,252.0
"10:00:00,","일원,",0.04,7.2,0.46,5.4,269.0
"10:00:00,","우면산,",0.02,7.1,0.33,1.8,288.0
"10:00:00,","도곡동(강남수도),",0.05,7.1,0.27,4.9,253.0
"10:00:00,","반포,",0.05,7.0,0.41,4.9,266.6679992675781
"10:00:00,","내곡동(연간단가),",0.05,7.2,0.29,4.9,250.0
"10:00:00,","반포동(자이A),",0.03,7.0,0.47,2.5,228.0
"10:00:00,","방배동(청두공원),",0.028489839285612106,7.077754497528076,0.29653400182724,11.96648120880127,216.52548217773438
"10:00:00,","내곡,",0.04,7.1,0.28,7.4,254.0
"10:00:00,","우면동(품질시험소),",0.04,7.2,0.33,5.4,251.0
"10:00:00,","논현동(논현초교),",0.06,7.1,0.21,48.2,273.0
"10:00:00,","양재동(매헌초교),",0.12,7.2,0.33,3.8,244.0
"10:00:00,","삼성,",0.02,7.0,0.45,4.1,100.0
"10:00:00,","봉은,",0.05,7.1,0.4,5.6,251.0
"10:00:00,","수서,",0.02,7.0,0.4,4.1,100.0
"10:00:00,","자곡동(자곡증압),",0.04,7.2,0.36,2.4,255.0
"10:00:00,","삼성동(삼성증압),",0.04,7.2,0.38,3.3,270.0
"11:00:00,","서초,",0.04,7.2,0.41,4.5,278.0
"11:00:00,","방배,",0.05,7.2,0.42,4.1,252.0
"11:00:00,","일원,",0.04,7.2,0.47,5.5,269.0
"11:00:00,","우면산,",0.02,7.1,0.33,1.8,288.0
"11:00:00,","도곡동(강남수도),",0.05,7.2,0.26,4.3,252.0
"11:00:00,","반포,",0.05,6.922598361968994,0.4,4.9,281.0
"11:00:00,","내곡동(연간단가),",0.05,7.17686128616333,0.34,5.0,250.0
"11:00:00,","반포동(자이A),",0.03,7.0,0.47,2.6,228.0
"11:00:00,","방배동(청두공원),",0.02890382893383503,7.087285995483398,0.3111555874347687,11.344597816467285,224.88134765625
"11:00:00,","내곡,",0.04,7.1,0.32,7.4,253.0
"11:00:00,","우면동(품질시험소),",0.04,7.2,0.34,5.6,250.0
"11:00:00,","논현동(논현초교),",0.06,7.1,0.21,28.339040756225586,274.0
"11:00:00,","양재동(매헌초교),",0.12,7.2,0.34,3.7,241.0
"11:00:00,","삼성,",0.02,7.0,0.45,4.1,100.0
"11:00:00,","봉은,",0.05,7.1,0.41,5.6,251.0
"11:00:00,","수서,",0.02,7.0,0.41,4.1,100.0
"11:00:00,","자곡동(자곡증압),",0.04,7.2,0.39,2.5,255.0
"11:00:00,","삼성동(삼성증압),",0.04,7.2,0.38,3.4,269.0
"12:00:00,","서초,",0.04,7.2,0.42,4.4,278.0
"12:00:00,","방배,",0.05,7.2,0.42,4.1,252.0
"12:00:00,","일원,",0.04,7.2,0.49,5.5,269.0
"12:00:00,","우면산,",0.02,7.1,0.33,1.8,289.0
"12:00:00,","도곡동(강남수도),",0.05,7.1,0.26,4.0,246.06959533691406
"12:00:00,","반포,",0.05,7.0,0.4,4.9,280.0
"12:00:00,","내곡동(연간단가),",0.05,7.2,0.37,5.0,248.0
"12:00:00,","반포동(자이A),",0.03,7.0,0.46,2.7,228.0
"12:00:00,","방배동(청두공원),",0.028191035613417625,7.096001148223877,0.31865397095680237,11.60342788696289,222.87889099121094
"12:00:00,","내곡,",0.04,7.1,0.33,7.5,253.0
"12:00:00,","우면동(품질시험소),",0.04,7.2,0.32,5.7,250.0
"12:00:00,","논현동(논현초교),",0.06,7.1,0.22,48.9,272.0
"12:00:00,","양재동(매헌초교),",0.12,7.2,0.34,3.7,242.77203369140625
"12:00:00,","삼성,",0.02,7.0,0.45,4.1,100.0
"12:00:00,","봉은,",0.05,7.1,0.4,5.7,252.0
"12:00:00,","수서,",0.02,7.0,0.42,4.1,97.26416015625
"12:00:00,","자곡동(자곡증압),",0.04,7.2,0.38,2.5,256.0
"12:00:00,","삼성동(삼성증압),",0.04,7.2,0.38,3.5,269.0
"13:00:00,","서초,",0.04,7.2,0.41,4.5,278.0
"13:00:00,","방배,",0.05,7.2,0.42,4.1,251.0
"13:00:00,","일원,",0.04,7.2,0.48,5.5,269.0
"13:00:00,","우면산,",0.02,7.1,0.33,1.9,290.0
"13:00:00,","도곡동(강남수도),",0.05,7.1,0.26,3.8,251.0
"13:00:00,","반포,",0.05,7.0,0.39,5.0,273.9407653808594
"13:00:00,","내곡동(연간단가),",0.05,7.184591293334961,0.37,4.9,248.0
"13:00:00,","반포동(자이A),",0.03,7.0,0.45,2.8,228.0
"13:00:00,","방배동(청두공원),",0.031758345663547516,7.0929083824157715,0.3103475272655487,12.16431999206543,222.87049865722656
"13:00:00,","내곡,",0.04,7.1,0.33,7.4,250.5855255126953
"13:00:00,","우면동(품질시험소),",0.04,7.2,0.34,5.8,250.0
"13:00:00,","논현동(논현초교),",0.06,7.1,0.22,48.9,272.0
"13:00:00,","양재동(매헌초교),",0.12,7.2,0.34,3.9,241.0
"13:00:00,","삼성,",0.02,7.0,0.45,4.1,100.0
"13:00:00,","봉은,",0.05,7.1,0.4,5.8,253.0
"13:00:00,","수서,",0.02,7.0,0.44,4.1,100.0
